age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible (scholarship),student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
21,Male,No,No,International,3.19,1058.0,29,9,3,Health Sciences,Full-time,15,Regular,Fall,$100k+,No,No,3553,Yes,2.8,10,1,0,92.8,0,2,2,4,1,On-campus,No,8,16,No
17,Female,No,No,Out-of-state,3.61,1123.0,22,2,1,Business,Full-time,18,Transfer,Fall,<$30k,Yes,Yes,4640,Yes,2.82,4,1,0,89.8,13,3,3,2,2,On-campus,No,7,0,No
17,Female,Yes,No,In-state,2.0,1278.0,32,4,2,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,No,Yes,5501,No,3.39,7,0,0,80.1,0,4,2,0,0,On-campus,No,41,0,Yes
17,Female,No,No,In-state,3.02,1270.0,29,4,5,Computer Science,Full-time,12,Transfer,Fall,$100k+,Yes,No,352,No,1.9,33,1,1,77.4,14,4,3,2,3,Commuter,No,8,16,No
17,Male,No,No,In-state,3.01,1153.0,25,3,0,Arts & Sciences,Full-time,12,Transfer,Spring,$30k-$60k,No,No,36757,No,2.49,44,0,1,73.6,4,4,4,2,0,Off-campus,No,55,0,No
17,Male,No,No,In-state,4.0,1218.0,24,2,1,Arts & Sciences,Part-time,6,Regular,Fall,$60k-$100k,Yes,No,9984,Yes,3.03,31,0,0,88.3,5,4,1,0,3,Off-campus,No,2,8,No
17,Male,Yes,No,In-state,3.4,1272.0,25,2,1,Health Sciences,Full-time,15,Transfer,Spring,$60k-$100k,Yes,No,4943,No,3.05,120,1,0,79.8,4,7,1,4,2,On-campus,No,53,3,No
21,Female,Yes,Yes,Out-of-state,3.3,1338.0,24,3,4,Education,Full-time,12,Regular,Fall,$100k+,No,Yes,19233,Yes,3.04,86,1,0,96.4,1,3,1,2,0,At home,No,7,17,No
22,Male,No,No,In-state,2.9,1291.0,28,3,2,Engineering,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,11504,No,2.82,5,1,0,56.7,8,4,1,1,3,On-campus,No,8,7,Yes
24,Male,No,No,In-state,3.73,1126.0,19,3,2,Arts & Sciences,Full-time,18,Regular,Fall,<$30k,No,Yes,119,No,2.45,4,0,0,78.0,13,3,4,1,2,At home,No,4,12,No
17,Male,No,No,In-state,2.4,1298.0,21,5,1,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,No,Yes,28553,Yes,3.07,2,0,0,79.8,7,11,2,3,2,On-campus,No,4,16,No
19,Male,Yes,No,In-state,3.29,1223.0,20,4,2,Business,Full-time,18,Regular,Fall,$100k+,Yes,No,2988,Yes,2.19,8,1,0,95.5,16,9,1,0,0,At home,No,22,2,No
20,Male,Yes,Yes,In-state,3.35,1010.0,18,1,2,Education,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,7794,No,2.99,100,1,1,89.4,18,4,2,0,1,Commuter,No,86,35,No
24,Male,Yes,No,In-state,3.19,1072.0,31,3,1,Education,Full-time,12,Early Decision,Fall,$60k-$100k,No,No,6840,No,3.32,35,2,0,85.6,30,3,4,3,4,Commuter,No,16,16,Yes
19,Female,Yes,Yes,In-state,3.32,1385.0,19,2,4,Health Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,19896,No,3.07,6,2,1,77.2,5,4,2,2,1,Off-campus,No,40,1,No
20,Female,Yes,Yes,In-state,3.48,1298.0,27,4,2,Engineering,Full-time,15,Regular,Fall,$100k+,No,No,2334,No,3.33,5,0,0,75.1,4,6,2,1,1,Off-campus,No,13,13,Yes
17,Male,Yes,No,Out-of-state,3.32,1056.0,23,6,4,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,Yes,5242,No,3.2,71,0,0,67.7,2,2,3,1,1,Off-campus,No,6,20,Yes
17,Female,No,No,In-state,3.14,1066.0,32,1,3,Arts & Sciences,Full-time,12,Regular,Spring,$60k-$100k,No,Yes,12027,Yes,4.0,65,0,1,80.4,2,4,0,2,3,At home,No,0,4,No
18,Male,No,No,In-state,3.26,1095.0,22,2,1,Business,Full-time,12,Regular,Fall,$100k+,Yes,No,15420,Yes,2.05,54,1,1,80.4,2,1,2,1,2,Commuter,No,49,7,No
19,Male,No,No,In-state,3.25,854.0,28,4,3,Health Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,5401,No,2.69,16,1,1,85.7,25,5,3,4,2,On-campus,No,31,3,No
26,Female,No,No,International,3.29,1260.0,21,2,3,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,20848,No,3.67,0,1,0,91.9,21,2,3,1,2,Off-campus,No,6,0,No
18,Female,Yes,Yes,Out-of-state,3.64,1022.0,23,2,2,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,10734,No,3.07,43,2,3,84.6,8,6,1,0,2,Commuter,No,8,11,Yes
18,Male,Yes,No,In-state,2.65,1339.0,21,3,6,Engineering,Full-time,18,Transfer,Summer,$30k-$60k,Yes,No,7742,Yes,2.65,44,1,1,89.8,30,5,0,3,3,At home,No,8,9,No
26,Male,Yes,No,In-state,3.04,1173.0,30,1,3,Arts & Sciences,Full-time,18,Regular,Spring,$100k+,Yes,No,23726,No,4.0,62,0,0,88.3,8,7,2,3,2,Commuter,No,2,17,No
17,Male,No,Yes,International,3.62,1029.0,34,5,2,Business,Part-time,3,Regular,Spring,$60k-$100k,Yes,No,9147,No,1.38,120,0,0,71.7,13,3,2,2,1,On-campus,No,3,5,No
17,Male,No,No,In-state,2.77,1350.0,25,1,7,Business,Full-time,18,Regular,Fall,$100k+,No,No,32288,No,1.82,120,0,0,79.0,7,7,3,4,2,On-campus,No,0,29,No
20,Male,Yes,No,In-state,3.02,1076.0,23,4,4,Business,Full-time,15,Regular,Spring,$60k-$100k,Yes,Yes,3652,No,3.54,79,2,1,75.8,6,4,1,2,2,On-campus,No,10,13,No
21,Non-binary,No,No,International,4.0,1004.0,18,3,2,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,6308,No,2.64,26,0,0,77.8,8,5,1,1,3,On-campus,No,14,1,No
17,Female,No,No,In-state,3.43,1347.0,24,2,1,Health Sciences,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,32549,No,3.75,11,1,1,97.1,14,3,2,2,1,Off-campus,No,3,17,No
22,Male,No,No,In-state,3.41,1096.0,22,2,1,Engineering,Full-time,12,Early Decision,Fall,<$30k,Yes,No,3331,Yes,2.3,45,0,1,61.6,12,8,1,0,2,At home,No,4,4,Yes
19,Female,Yes,No,In-state,3.35,1277.0,26,1,1,Health Sciences,Full-time,18,Regular,Summer,$60k-$100k,Yes,No,5611,No,3.53,17,0,0,79.2,2,5,1,0,2,Off-campus,No,0,8,No
22,Male,No,Yes,In-state,3.46,1223.0,24,3,2,Engineering,Full-time,12,Transfer,Fall,$100k+,No,No,15224,No,1.77,53,0,0,90.2,15,2,0,1,4,Commuter,No,17,20,Yes
21,Female,No,No,In-state,2.61,1230.0,28,5,1,Health Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,23379,No,2.01,6,0,0,93.8,32,5,2,1,2,On-campus,No,9,6,No
17,Female,Yes,No,International,2.84,1226.0,27,2,4,Education,Full-time,18,Regular,Spring,$100k+,No,Yes,20542,No,2.11,88,1,0,80.5,3,5,1,4,1,On-campus,No,43,6,Yes
18,Male,No,No,In-state,3.01,1216.0,30,2,1,Business,Full-time,18,Early Decision,Fall,$30k-$60k,Yes,No,43033,Yes,3.05,51,1,0,60.9,1,4,2,2,2,At home,No,31,0,No
22,Female,Yes,No,International,2.0,1531.0,23,2,2,Business,Full-time,18,Regular,Fall,$100k+,No,No,47,Yes,2.65,10,2,0,72.2,3,2,3,2,2,Off-campus,No,53,18,Yes
22,Female,No,No,In-state,3.26,1079.0,24,6,2,Engineering,Full-time,12,Regular,Fall,$30k-$60k,No,No,20923,No,3.64,77,1,0,55.1,16,1,1,0,0,On-campus,No,9,1,No
20,Male,Yes,No,In-state,2.81,1153.0,23,7,0,Arts & Sciences,Part-time,9,Early Decision,Fall,$100k+,Yes,No,3524,No,2.36,13,2,0,73.4,7,3,5,2,1,On-campus,Yes,32,2,Yes
22,Female,Yes,No,In-state,3.35,968.0,24,2,5,Computer Science,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,4394,No,3.51,74,1,1,83.2,60,4,1,3,3,Off-campus,No,9,36,No
19,Female,No,Yes,In-state,3.21,1184.0,25,2,3,Education,Full-time,15,Early Decision,Fall,$100k+,No,Yes,2909,No,2.38,28,0,0,92.0,22,3,2,2,0,Off-campus,No,8,3,No
17,Female,No,No,In-state,2.75,1112.0,27,5,4,Arts & Sciences,Full-time,12,Regular,Spring,$60k-$100k,No,Yes,20226,No,3.3,13,0,1,94.4,49,1,3,2,0,Off-campus,No,1,8,No
22,Male,No,No,In-state,2.89,1155.0,20,2,5,Business,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,1578,Yes,3.47,52,0,0,76.2,21,7,2,0,2,On-campus,No,8,15,No
21,Female,Yes,No,In-state,3.05,971.0,30,1,3,Business,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,1112,No,0.85,19,0,0,75.0,4,5,3,1,0,On-campus,Yes,13,18,Yes
20,Male,No,No,Out-of-state,3.21,945.0,30,3,3,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,3743,Yes,2.08,70,0,1,89.4,3,5,4,2,1,Off-campus,No,10,1,No
20,Female,No,No,Out-of-state,3.11,1113.0,25,2,2,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,No,6870,No,2.52,79,1,0,67.0,6,7,1,2,4,Off-campus,No,23,2,Yes
17,Male,No,Yes,Out-of-state,3.45,1463.0,23,4,3,Computer Science,Full-time,12,Regular,Fall,$30k-$60k,No,No,9392,No,2.4,13,0,0,84.8,8,9,1,0,1,At home,No,1,7,No
17,Male,No,No,In-state,3.7,1090.0,16,3,2,Arts & Sciences,Full-time,18,Early Decision,Fall,<$30k,Yes,No,3188,No,2.83,49,1,0,86.4,4,2,1,1,2,Off-campus,Yes,4,20,No
22,Female,No,No,In-state,2.34,1149.0,28,3,1,Engineering,Full-time,18,Regular,Fall,<$30k,Yes,Yes,12974,Yes,3.16,40,0,0,79.8,13,6,2,2,1,At home,No,5,12,No
23,Male,Yes,No,International,3.49,890.0,16,1,3,Education,Full-time,12,Regular,Spring,$60k-$100k,Yes,Yes,6971,Yes,4.0,17,1,0,64.7,15,6,1,3,1,Commuter,No,3,19,Yes
25,Female,No,Yes,In-state,4.0,1205.0,20,2,1,Business,Full-time,15,Early Decision,Spring,<$30k,Yes,No,18319,Yes,2.52,29,0,0,94.2,2,4,3,0,1,On-campus,Yes,0,4,Yes
23,Female,No,No,In-state,4.0,1313.0,25,3,1,Business,Full-time,18,Early Decision,Fall,<$30k,No,Yes,17623,Yes,3.45,42,1,1,64.1,11,5,5,3,2,On-campus,No,2,4,Yes
23,Female,No,No,In-state,3.86,1003.0,16,2,2,Engineering,Part-time,9,Regular,Fall,$100k+,No,No,2809,Yes,2.18,21,2,0,72.6,22,3,2,3,2,On-campus,Yes,5,9,Yes
17,Male,No,No,International,2.69,1023.0,25,5,5,Education,Full-time,15,Regular,Spring,$60k-$100k,Yes,No,8872,Yes,2.6,0,0,1,90.8,5,2,3,1,1,On-campus,No,0,10,No
18,Female,Yes,No,In-state,3.5,1153.0,31,4,1,Engineering,Full-time,18,Regular,Fall,<$30k,No,Yes,14047,No,2.76,75,3,1,75.5,11,5,2,0,1,On-campus,No,8,4,Yes
21,Female,No,No,Out-of-state,3.59,1041.0,18,2,1,Computer Science,Full-time,18,Regular,Fall,<$30k,Yes,No,30799,No,2.04,2,0,1,62.7,0,4,3,2,3,At home,Yes,9,10,No
26,Male,No,No,In-state,3.67,1016.0,21,2,7,Business,Full-time,18,Early Decision,Fall,$30k-$60k,Yes,Yes,11297,No,3.31,81,1,0,85.7,28,2,0,4,1,On-campus,No,7,1,No
23,Female,No,No,In-state,3.01,1066.0,23,2,3,Engineering,Full-time,12,Regular,Spring,$30k-$60k,Yes,No,15908,Yes,3.85,27,2,0,98.6,1,6,2,0,1,On-campus,No,13,0,Yes
21,Female,No,No,In-state,3.42,1085.0,29,2,4,Business,Full-time,12,Early Decision,Fall,$30k-$60k,No,No,34691,No,3.19,3,1,2,89.7,13,2,2,3,2,On-campus,No,2,12,No
20,Male,No,No,In-state,3.38,1245.0,16,5,4,Social Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,13457,No,3.52,33,0,0,87.2,12,5,2,1,3,Commuter,Yes,39,0,No
27,Female,No,No,In-state,3.03,1063.0,23,3,3,Engineering,Part-time,6,Regular,Fall,$30k-$60k,No,Yes,20805,No,1.75,3,3,0,81.1,2,4,1,2,2,At home,No,4,34,Yes
18,Female,No,No,International,2.96,1140.0,28,3,2,Arts & Sciences,Part-time,3,Early Decision,Spring,$30k-$60k,No,No,378,Yes,2.86,13,1,0,93.3,33,3,1,0,2,Commuter,No,6,3,Yes
23,Male,No,No,In-state,3.26,1227.0,19,2,4,Health Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,Yes,1098,No,1.77,42,1,0,97.2,1,5,1,0,3,On-campus,No,0,25,No
19,Male,No,No,In-state,3.91,1158.0,24,1,2,Arts & Sciences,Part-time,9,Regular,Fall,$100k+,Yes,No,2838,No,4.0,120,1,1,79.8,1,2,1,1,2,On-campus,No,14,0,No
24,Male,Yes,No,Out-of-state,3.38,1353.0,16,5,0,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,6591,No,2.54,88,1,0,42.6,2,4,1,2,2,On-campus,No,35,5,Yes
17,Non-binary,Yes,Yes,In-state,3.27,1222.0,27,2,4,Business,Full-time,15,Early Decision,Fall,$30k-$60k,Yes,No,30756,Yes,1.41,46,2,1,84.6,22,6,2,2,4,On-campus,Yes,9,12,Yes
17,Female,Yes,No,In-state,2.75,1171.0,32,5,2,Engineering,Part-time,3,Transfer,Fall,$30k-$60k,Yes,No,5863,Yes,3.27,56,0,1,42.3,3,3,0,0,0,At home,No,7,5,Yes
17,Male,No,No,Out-of-state,2.75,1088.0,25,2,3,Business,Full-time,12,Regular,Fall,$100k+,No,No,37048,No,3.57,3,1,0,79.8,0,2,1,2,2,Off-campus,No,24,1,Yes
20,Female,No,Yes,In-state,3.36,947.0,27,3,1,Business,Part-time,3,Regular,Fall,$30k-$60k,Yes,Yes,7382,No,4.0,11,0,0,39.7,2,2,3,2,2,On-campus,Yes,54,2,Yes
17,Non-binary,No,No,In-state,4.0,1072.0,20,1,0,Arts & Sciences,Full-time,12,Transfer,Spring,$30k-$60k,No,No,372,Yes,2.17,24,1,0,69.8,10,1,2,1,2,On-campus,No,3,16,No
18,Female,Yes,No,In-state,3.31,1176.0,21,7,8,Computer Science,Full-time,18,Early Decision,Spring,$100k+,Yes,No,31104,Yes,2.63,16,0,0,66.6,2,7,3,1,1,Off-campus,No,11,10,No
19,Male,Yes,No,In-state,2.83,863.0,28,4,2,Business,Full-time,15,Regular,Fall,$100k+,No,Yes,4239,No,3.27,8,3,1,93.3,19,3,3,1,1,Commuter,No,2,7,Yes
21,Male,No,No,International,2.85,1213.0,18,5,0,Arts & Sciences,Full-time,18,Regular,Fall,<$30k,No,No,16016,No,3.56,120,0,1,79.8,39,5,1,3,3,On-campus,No,11,32,Yes
23,Male,Yes,No,In-state,3.61,937.0,24,2,3,Engineering,Full-time,18,Regular,Spring,<$30k,No,No,3542,No,1.61,38,1,1,70.6,2,3,1,1,8,Off-campus,No,1,34,Yes
22,Female,No,No,In-state,3.4,1057.0,17,6,4,Health Sciences,Part-time,3,Regular,Fall,<$30k,No,No,7874,Yes,3.07,0,1,0,56.7,2,3,2,0,2,On-campus,No,4,14,No
24,Male,Yes,No,In-state,2.92,1167.0,22,2,1,Business,Full-time,15,Regular,Fall,$60k-$100k,No,No,9528,No,1.52,119,0,1,67.3,21,7,2,0,2,On-campus,No,11,15,Yes
17,Female,No,No,In-state,3.06,1024.0,22,5,3,Arts & Sciences,Full-time,18,Transfer,Fall,$100k+,Yes,No,12652,No,2.72,73,1,1,92.2,6,5,1,0,1,Off-campus,No,29,40,No
20,Female,No,No,In-state,3.5,1153.0,24,5,4,Engineering,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,4950,No,2.41,120,3,1,77.4,0,5,1,2,3,On-campus,No,20,4,No
27,Male,Yes,No,In-state,3.5,800.0,26,4,3,Business,Full-time,12,Regular,Spring,$60k-$100k,No,No,9444,No,1.72,19,0,0,79.8,0,4,1,1,1,On-campus,Yes,4,4,Yes
17,Female,No,No,In-state,3.7,1158.0,24,1,5,Social Sciences,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,96493,No,2.84,22,2,1,62.3,2,5,2,4,2,On-campus,No,37,12,Yes
17,Female,Yes,Yes,In-state,4.0,1190.0,20,5,2,Arts & Sciences,Full-time,12,Transfer,Fall,<$30k,Yes,No,55816,No,1.48,75,0,0,75.6,3,4,1,2,0,Commuter,Yes,7,20,No
18,Female,No,No,In-state,3.64,1279.0,25,2,3,Education,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,12273,No,2.65,28,1,0,74.8,1,1,1,0,2,Off-campus,No,2,2,No
17,Male,Yes,No,International,3.61,1020.0,27,3,1,Arts & Sciences,Full-time,12,Regular,Spring,$30k-$60k,No,No,3848,No,2.9,9,0,1,92.2,0,3,2,3,1,Commuter,No,1,0,Yes
17,Female,No,Yes,In-state,3.22,1349.0,19,5,4,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,2061,No,4.0,47,0,1,69.2,14,4,2,1,3,On-campus,Yes,7,14,No
23,Non-binary,No,No,In-state,2.99,1034.0,25,1,5,Business,Full-time,12,Regular,Fall,<$30k,No,Yes,5090,No,4.0,42,0,0,94.7,2,2,1,2,2,At home,No,24,3,No
19,Female,Yes,No,International,2.94,1354.0,22,4,2,Social Sciences,Full-time,15,Early Decision,Spring,$100k+,Yes,Yes,30787,No,1.68,5,0,0,51.7,3,2,2,0,1,Commuter,No,11,17,Yes
17,Male,Yes,No,In-state,3.22,958.0,31,3,3,Health Sciences,Full-time,12,Early Decision,Spring,<$30k,Yes,No,8041,No,2.0,4,1,0,82.8,7,5,5,2,3,At home,Yes,1,10,Yes
18,Female,No,No,International,3.64,1041.0,26,3,3,Computer Science,Full-time,18,Regular,Fall,$100k+,Yes,Yes,3013,No,3.05,8,0,1,77.2,32,8,1,0,3,On-campus,No,11,2,No
22,Male,Yes,No,International,3.03,1133.0,26,2,5,Business,Full-time,15,Regular,Fall,$100k+,Yes,Yes,8672,Yes,2.72,23,1,0,89.9,18,2,1,1,1,On-campus,No,10,0,No
20,Female,No,No,In-state,3.31,1100.0,23,1,0,Business,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,49229,No,2.7,29,1,1,84.6,5,2,0,0,3,Commuter,No,4,9,No
21,Female,Yes,No,In-state,2.98,1349.0,17,3,2,Social Sciences,Full-time,18,Regular,Spring,<$30k,Yes,No,660,No,3.79,32,1,1,78.6,3,8,2,2,1,On-campus,No,11,8,Yes
22,Male,No,No,In-state,3.08,1406.0,26,6,1,Business,Full-time,18,Regular,Fall,<$30k,No,No,31017,Yes,2.6,120,1,0,89.1,29,3,2,0,0,On-campus,No,2,7,Yes
18,Male,No,No,In-state,3.61,1256.0,24,1,1,Business,Part-time,6,Regular,Spring,$100k+,Yes,No,29949,No,1.79,8,2,0,83.3,15,8,6,1,3,On-campus,No,3,11,No
25,Female,Yes,No,In-state,3.14,1265.0,26,2,2,Business,Full-time,18,Regular,Fall,$100k+,Yes,Yes,1271,No,2.04,34,2,1,76.8,15,6,1,2,3,On-campus,No,9,3,No
20,Male,Yes,No,In-state,2.23,1141.0,16,2,1,Engineering,Full-time,12,Early Decision,Fall,$100k+,Yes,No,1539,No,2.9,8,0,0,55.1,4,5,0,1,2,On-campus,No,22,6,Yes
17,Male,Yes,No,In-state,2.95,1153.0,27,2,2,Social Sciences,Full-time,15,Regular,Fall,$60k-$100k,No,No,9229,No,4.0,83,1,1,79.4,6,3,6,4,1,Off-campus,Yes,17,5,No
26,Male,No,Yes,Out-of-state,3.08,1087.0,25,4,5,Social Sciences,Part-time,6,Regular,Fall,$100k+,No,No,3803,No,2.67,16,3,1,71.2,8,5,1,0,0,On-campus,No,2,6,Yes
24,Male,Yes,No,In-state,3.09,1109.0,30,3,2,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,8170,Yes,2.9,8,1,1,63.3,29,8,1,0,4,Off-campus,No,1,10,No
22,Female,Yes,Yes,In-state,3.59,1143.0,25,1,2,Arts & Sciences,Full-time,12,Regular,Summer,$30k-$60k,Yes,No,7857,No,3.75,22,1,0,78.3,11,6,1,1,1,On-campus,No,4,13,No
22,Female,No,No,In-state,3.38,1120.0,27,1,2,Business,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,7020,Yes,3.3,97,0,0,88.2,13,4,0,1,2,On-campus,No,15,1,No
21,Male,Yes,Yes,In-state,3.75,1229.0,26,2,1,Engineering,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,16828,No,2.89,28,0,2,70.6,21,6,2,5,2,On-campus,No,54,9,No
19,Female,No,Yes,In-state,3.1,1071.0,25,4,1,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,Yes,No,603,Yes,3.22,76,1,0,88.4,15,6,2,1,1,At home,No,3,4,No
20,Female,No,No,Out-of-state,3.17,1123.0,27,2,2,Education,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,13125,Yes,2.61,17,0,0,98.8,0,2,3,1,3,On-campus,No,23,5,No
20,Female,Yes,No,Out-of-state,3.6,1099.0,25,5,1,Business,Full-time,18,Early Decision,Fall,$30k-$60k,No,No,26365,No,2.1,17,0,1,79.8,1,5,1,1,1,On-campus,No,4,16,No
23,Male,No,No,In-state,3.79,1069.0,24,5,0,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,5007,No,1.98,8,0,0,67.3,0,2,1,2,0,On-campus,Yes,7,18,Yes
21,Female,No,No,In-state,3.45,1210.0,24,4,5,Health Sciences,Full-time,12,Regular,Fall,<$30k,Yes,No,16739,No,3.55,14,0,1,78.8,21,8,0,1,3,Off-campus,No,13,22,No
20,Female,No,No,In-state,2.61,954.0,33,1,3,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,17000,Yes,2.53,20,0,2,87.5,8,2,1,3,2,On-campus,No,19,26,No
21,Female,Yes,No,Out-of-state,3.0,1191.0,24,3,2,Arts & Sciences,Full-time,15,Early Decision,Fall,<$30k,No,No,243,Yes,1.21,47,2,0,92.3,5,5,2,0,1,On-campus,No,8,4,Yes
17,Male,No,No,Out-of-state,2.81,904.0,25,3,4,Engineering,Full-time,15,Transfer,Fall,<$30k,Yes,No,8837,Yes,3.46,2,1,0,94.5,5,3,2,2,1,On-campus,No,23,0,No
20,Female,No,No,Out-of-state,3.16,1212.0,26,2,1,Computer Science,Full-time,18,Early Decision,Fall,$100k+,Yes,No,74,No,3.09,4,1,1,89.6,7,8,2,1,0,On-campus,No,10,6,No
22,Female,No,No,In-state,2.85,1095.0,21,3,4,Social Sciences,Full-time,18,Regular,Spring,<$30k,Yes,No,24271,No,3.82,14,0,0,79.8,4,2,3,1,1,Off-campus,No,8,2,No
17,Female,Yes,No,International,3.38,1032.0,18,4,3,Education,Full-time,15,Early Decision,Fall,$100k+,Yes,No,353,Yes,2.47,17,2,0,91.4,4,6,1,2,0,Off-campus,No,55,37,Yes
21,Male,Yes,Yes,Out-of-state,3.26,1153.0,28,3,5,Education,Part-time,6,Regular,Spring,$60k-$100k,Yes,No,24356,Yes,2.65,25,0,0,51.4,12,7,2,1,0,Off-campus,No,17,2,Yes
20,Male,No,No,In-state,4.0,1140.0,25,3,1,Arts & Sciences,Part-time,3,Early Decision,Spring,$60k-$100k,Yes,No,27676,Yes,1.97,0,0,1,79.9,2,9,2,0,1,Commuter,No,27,0,Yes
22,Female,No,No,In-state,3.94,1153.0,23,2,2,Computer Science,Full-time,12,Transfer,Fall,$30k-$60k,Yes,Yes,6448,No,4.0,42,1,1,66.9,8,7,1,2,3,Off-campus,No,1,9,No
17,Female,No,No,Out-of-state,3.71,1298.0,19,2,4,Business,Full-time,12,Regular,Spring,$60k-$100k,Yes,Yes,3605,No,3.55,33,1,1,95.7,10,1,2,2,2,At home,No,13,0,No
19,Female,No,No,In-state,2.75,1245.0,22,6,3,Arts & Sciences,Full-time,12,Regular,Spring,$60k-$100k,No,No,6697,No,1.75,5,0,0,76.0,19,3,4,1,2,Off-campus,No,2,1,No
20,Male,No,No,In-state,4.0,874.0,22,1,5,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,7867,No,2.57,73,0,0,40.1,3,4,2,3,0,Commuter,No,38,17,No
20,Female,No,No,In-state,3.78,1240.0,17,2,2,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,17073,Yes,3.44,9,0,2,72.2,6,1,4,0,0,On-campus,No,21,20,No
22,Female,No,No,In-state,3.14,1152.0,23,2,5,Business,Full-time,18,Regular,Spring,$100k+,Yes,No,29975,No,2.3,3,0,0,65.7,9,7,1,3,2,Off-campus,No,7,0,No
20,Male,Yes,No,In-state,4.0,1022.0,31,4,3,Engineering,Full-time,12,Early Decision,Fall,$30k-$60k,No,Yes,22652,No,1.47,102,1,0,86.2,5,3,3,2,2,Off-campus,No,12,31,Yes
17,Male,Yes,No,In-state,2.86,1113.0,16,2,2,Arts & Sciences,Full-time,12,Transfer,Fall,$60k-$100k,Yes,No,31476,No,2.37,43,1,0,66.0,10,2,2,0,3,Off-campus,No,12,1,Yes
24,Female,No,No,Out-of-state,3.96,1173.0,26,5,3,Business,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,37568,No,2.67,53,0,1,85.0,5,2,2,1,0,On-campus,No,2,10,No
21,Male,No,No,Out-of-state,3.01,1258.0,30,2,3,Computer Science,Full-time,15,Regular,Fall,<$30k,No,No,1471,Yes,2.14,2,0,0,97.2,14,2,0,0,2,Commuter,No,4,3,No
17,Male,Yes,No,International,3.11,1416.0,24,2,2,Arts & Sciences,Part-time,6,Transfer,Spring,<$30k,Yes,Yes,10917,No,4.0,73,2,0,84.7,22,4,2,1,1,At home,No,18,9,Yes
18,Male,No,No,Out-of-state,3.68,1050.0,21,1,3,Computer Science,Full-time,18,Regular,Fall,$30k-$60k,No,No,17041,Yes,2.31,33,0,0,95.2,9,3,3,0,1,On-campus,No,53,8,No
23,Male,Yes,No,In-state,3.0,1153.0,28,4,1,Social Sciences,Full-time,18,Early Decision,Spring,$60k-$100k,Yes,No,21150,No,2.04,0,0,1,70.0,17,6,0,1,4,On-campus,No,5,6,No
18,Male,Yes,Yes,In-state,4.0,1114.0,28,4,3,Education,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,28438,No,4.0,49,1,0,91.6,23,3,2,1,1,On-campus,No,13,3,Yes
25,Male,No,No,In-state,4.0,1253.0,25,2,4,Engineering,Full-time,15,Regular,Fall,$30k-$60k,No,No,12959,No,2.95,37,1,0,94.7,4,4,3,1,1,Commuter,Yes,1,6,Yes
18,Male,No,No,In-state,2.81,970.0,25,1,3,Education,Full-time,12,Regular,Spring,$100k+,No,No,29381,No,2.36,120,3,0,94.2,2,6,3,0,2,Commuter,No,2,1,No
